frame.time_epoch,ip.src,ip.dst,ip.len,icmp.type,udp.dstport,udp.length,tcp.flags.syn,tcp.flags.ack,tcp.dstport,tcp.seq,tcp.ack,ip.ttl,arp.src.proto_ipv4,arp.dst.proto_ipv4,arp.opcode
"1745911188.510330000",,,,,,,"0","1","33506","141785","1036",,,,
"1745911188.510330000",,,,,,,"0","1","33506","144541","1036",,,,
"1745911188.510413000",,,,,,,"0","1","33506","147297","1036",,,,
"1745911188.510413000",,,,,,,"0","1","33506","150053","1036",,,,
"1745911188.510413000",,,,,,,"0","1","33506","152809","1036",,,,
"1745911188.510929000",,,,,,,"0","1","443","1036","137651",,,,
"1745911188.511486000",,,,,,,"0","1","443","1036","147297",,,,
"1745911188.511486000",,,,,,,"0","1","33506","155565","1036",,,,
"1745911188.512198000",,,,,,,"0","1","443","1036","148675",,,,
"1745911188.512401000",,,,,,,"0","1","443","1036","155565",,,,
"1745911188.512872000",,,,,,,"0","1","443","1036","156943",,,,
"1745911188.513209000",,,,,,,"0","1","443","1036","158321",,,,
"1745911188.519397000",,,,,,,"0","1","33506","158321","1036",,,,
"1745911188.520016000",,,,,,,"0","1","443","1036","159699",,,,
"1745911188.520409000",,,,,,,"0","1","443","1036","161077",,,,
"1745911188.523670000",,,,,,,"0","1","33506","161077","1036",,,,
"1745911188.524733000",,,,,,,"0","1","443","1036","162455",,,,
"1745911188.525191000",,,,,,,"0","1","443","1036","163833",,,,
"1745911188.536848000",,,,,,,"0","1","33506","163833","1036",,,,
"1745911188.536849000",,,,,,,"0","1","33506","166589","1036",,,,
"1745911188.537890000",,,,,,,"0","1","443","1036","165211",,,,
"1745911188.538639000",,,,,,,"0","1","443","1036","169345",,,,
"1745911188.545007000",,,,,,,"0","1","33506","169345","1036",,,,
"1745911188.545430000",,,,,,,"0","1","443","1036","170723",,,,
"1745911188.545963000",,,,,,,"0","1","443","1036","172101",,,,
"1745911188.554276000",,,,,,,"0","1","33506","172101","1036",,,,
"1745911188.554907000",,,,,,,"0","1","443","1036","173479",,,,
"1745911188.555199000",,,,,,,"0","1","443","1036","174857",,,,
"1745911188.556684000",,,,,,,"0","1","33506","174857","1036",,,,
"1745911188.557239000",,,,,,,"0","1","443","1036","176235",,,,
"1745911188.557289000",,,,,,,"0","1","443","1036","177613",,,,
"1745911188.564761000",,,,,,,"0","1","33506","177613","1036",,,,
"1745911188.565444000",,,,,,,"0","1","443","1036","178991",,,,
"1745911188.565892000",,,,,,,"0","1","443","1036","180369",,,,
"1745911188.568987000",,,,,,,"0","1","33506","180369","1036",,,,
"1745911188.568989000",,,,,,,"0","1","33506","183125","1036",,,,
"1745911188.569607000",,,,,,,"0","1","443","1036","181747",,,,
"1745911188.569982000",,,,,,,"0","1","443","1036","185881",,,,
"1745911188.576608000",,,,,,,"0","1","33506","185881","1036",,,,
"1745911188.577169000",,,,,,,"0","1","443","1036","187259",,,,
"1745911188.577500000",,,,,,,"0","1","443","1036","188637",,,,
"1745911188.586272000",,,,,,,"0","1","33506","188637","1036",,,,
"1745911188.586758000",,,,,,,"0","1","443","1036","190015",,,,
"1745911188.587226000",,,,,,,"0","1","443","1036","191393",,,,
"1745911188.587790000",,,,,,,"0","1","33506","191393","1036",,,,
"1745911188.588549000",,,,,,,"0","1","443","1036","192771",,,,
"1745911188.588729000",,,,,,,"0","1","443","1036","194149",,,,
"1745911188.595016000",,,,,,,"0","1","33506","194149","1036",,,,
"1745911188.595632000",,,,,,,"0","1","443","1036","195527",,,,
"1745911188.595965000",,,,,,,"0","1","443","1036","196905",,,,
"1745911188.602347000",,,,,,,"0","1","33506","196905","1036",,,,
"1745911188.603074000",,,,,,,"0","1","443","1036","198283",,,,
"1745911188.603415000",,,,,,,"0","1","443","1036","199661",,,,
"1745911188.605796000",,,,,,,"0","1","33506","199661","1036",,,,
"1745911188.607014000",,,,,,,"0","1","443","1036","201039",,,,
"1745911188.607383000",,,,,,,"0","1","443","1036","202417",,,,
"1745911188.608819000",,,,,,,"0","1","33506","202417","1036",,,,
"1745911188.609286000",,,,,,,"0","1","443","1036","203795",,,,
"1745911188.609613000",,,,,,,"0","1","443","1036","205173",,,,
"1745911188.612746000",,,,,,,"0","1","33506","205173","1036",,,,
"1745911188.613328000",,,,,,,"0","1","443","1036","206551",,,,
"1745911188.613666000",,,,,,,"0","1","443","1036","207929",,,,
"1745911188.620157000",,,,,,,"0","1","33506","207929","1036",,,,
"1745911188.620859000",,,,,,,"0","1","443","1036","209307",,,,
"1745911188.621408000",,,,,,,"0","1","443","1036","210685",,,,
"1745911188.624965000",,,,,,,"0","1","33506","210685","1036",,,,
"1745911188.625387000",,,,,,,"0","1","443","1036","212063",,,,
"1745911188.625956000",,,,,,,"0","1","443","1036","213441",,,,
"1745911188.628585000",,,,,,,"0","1","33506","213441","1036",,,,
"1745911188.629176000",,,,,,,"0","1","443","1036","214819",,,,
"1745911188.629470000",,,,,,,"0","1","443","1036","216197",,,,
"1745911188.632571000",,,,,,,"0","1","33506","216197","1036",,,,
"1745911188.633140000",,,,,,,"0","1","443","1036","217575",,,,
"1745911188.633469000",,,,,,,"0","1","443","1036","218953",,,,
"1745911188.641008000",,,,,,,"0","1","33506","218953","1036",,,,
"1745911188.641009000",,,,,,,"0","1","33506","221709","1036",,,,
"1745911188.641721000",,,,,,,"0","1","443","1036","220331",,,,
"1745911188.642087000",,,,,,,"0","1","443","1036","224465",,,,
"1745911188.648528000",,,,,,,"0","1","33506","224465","1036",,,,
"1745911188.648528000",,,,,,,"0","1","33506","227221","1036",,,,
"1745911188.649039000",,,,,,,"0","1","443","1036","225843",,,,
"1745911188.649487000",,,,,,,"0","1","443","1036","228599",,,,
"1745911188.652780000",,,,,,,"0","1","33506","228599","1036",,,,
"1745911188.653376000",,,,,,,"0","1","443","1036","229977",,,,
"1745911188.659810000",,,,,,,"0","1","33506","229977","1036",,,,
"1745911188.660603000",,,,,,,"0","1","33506","231355","1036",,,,
"1745911188.661054000",,,,,,,"0","1","443","1036","232733",,,,
"1745911188.667042000",,,,,,,"0","1","33506","232733","1036",,,,
"1745911188.667042000",,,,,,,"0","1","33506","234111","1036",,,,
"1745911188.667042000",,,,,,,"0","1","33506","236867","1036",,,,
"1745911188.667746000",,,,,,,"0","1","443","1036","239623",,,,
"1745911188.668927000",,,,,,,"0","1","33506","239623","1036",,,,
"1745911188.669752000",,,,,,,"0","1","443","1036","242379",,,,
"1745911188.673142000",,,,,,,"0","1","33506","242379","1036",,,,
"1745911188.673142000",,,,,,,"0","1","33506","245135","1036",,,,
